,Name, Group, MainNote1, MainNote2, MainNote3, Season, Time, Longevity, Sillage, Rate, Count
8550,So In Love Victoria's Secret for women,Floral,Moroccan Rose,Carnation,Cognac,All Season,All Time,long lasting,heavy,3.85,157
8551,Vertical Victoria's Secret for men,,Suede,Lavender,Amber,All Season,All Time,moderate,heavy,3.71,35
8552,Victoria Victoria's Secret for women,Floral Fruity Gourmand,Red Berries,Rose,Creme Brulee,Spring/Summer,Day,moderate,moderate,4.05,272
8553,Victoria's Secret Angel Italian Bergamot Victoria's Secret for women,Citrus Aromatic,Narcissus,Bergamot,Water Notes,Spring/Summer,Day,moderate,moderate,3.73,36
8554,Victoria's Secret Forbidden Victoria's Secret for women,Floral Fruity,Pear,Amber,Woodsy Notes,All Season,Day,moderate,moderate,4.11,105
8555,Victoria's Secret Simply Gorgeous Victoria's Secret for women,Oriental Floral,Amber,Red Apple,black fig,All Season,Night,weak,moderate,3.63,85
8556,Victoria’s Secret Angel Victoria's Secret for women,Floral Fruity,Plum,Pink Pepper,Violet,All Season,All Time,moderate,moderate,3.97,335
8557,Victoria’s Secret Angel Dream Victoria's Secret for women,Floral Fruity,Violet,Black Currant,Cucumber,All Season,Day,moderate,moderate,3.86,69
8558,Victoria’s Secret Angel Gold Victoria's Secret for women,Floral Fruity,Pomelo,Gardenia,Pear,All Season,All Time,moderate,moderate,4.26,247
8559,Victoria’s Secret Beach Angel Victoria's Secret for women,Floral Aquatic,Sea water,Driftwood,Pear,Spring/Summer,Day,weak,moderate,4.33,80
8560,Victoria’s Secret Paris Victoria's Secret for women,Floral Woody Musk,Cypress,Night Blooming Jasmine,Oakmoss,Fall/Winter,All Time,long lasting,moderate,3.95,66
8561,Vixen Victoria's Secret for women,Floral,Apple Blossom,Freesia,Vanille,Spring/Summer,All Time,moderate,moderate,4.1,154
8562,Wicked Eau de Parfum Victoria's Secret for women,Oriental Vanilla,Brown sugar,Tahitian Vanilla,Freesia,Fall/Winter,All Time,moderate,heavy,4.23,116
8563,XO Victoria Victoria's Secret for women,Floral,Apple,Rose,Ivy,Spring/Summer,Day,moderate,moderate,4.07,117
8564,Angel Eau De Parfum Victoria's Secret for women,Floral,Violet,Plum,Amber,Spring/Summer,Day,moderate,moderate,3.81,68
8565,Angel Gold Victoria's Secret for women,Floral Fruity,Gardenia,Bergamot,Musk,All Season,Night,moderate,moderate,3.85,69
8566,Dark Angel Victoria's Secret for women,Floral Fruity Gourmand,Caramel,Mango,Almond Blossom,Fall/Winter,Night,moderate,moderate,4.23,106
8567,Pink Sunset Victoria's Secret for women,Aromatic Fruity,Coconut,Watermelon,Rum,Summer,Day,moderate,enormous,4.5,13
8568,Love Addict Victoria's Secret for women,Oriental Vanilla,Big Strawberry,Almond,Milk,All Season,Day,weak,moderate,4.16,88
8569,Aqua Kiss Victoria's Secret for women,Floral,Sea Notes,Freesia,Daisy,Spring/Summer,Day,weak,moderate,4.12,123
8570,Dreamy Vanilla Victoria's Secret for women,Oriental Vanilla,Frosting [Glacé],Vanilla,Creme Brulee,All Season,Day,moderate,moderate,3.54,17
8571,Love Spell Fragrance Mist Victoria's Secret for women,Floral Fruity,Peach,Cherry Blossom,Aloe Vera,Spring/Summer,Day,moderate,moderate,3.37,210
8572,Love Spell Lace Mist Victoria's Secret for women,Floral Fruity,Sugar,Plum,Musk,All Season,Day,moderate,moderate,4.27,18
8573,Mango Temptation Victoria's Secret for women,Floral Fruity,Mango,Hibiscus,Chamomile,Summer,Day,weak,moderate,3.87,258
8574,Midnight Dare Victoria's Secret for women,Floral Fruity,Raspberry,Sandalwood,Aloe Vera,Fall/Winter,All Time,moderate,moderate,3.33,15
8575,Secret Charm Honeysuckle And Jasmine Victoria's Secret for women,Floral,Honeysuckle,Jasmine,Aloe Vera,Spring/Summer,Day,weak,soft,3.98,54
8576,Sheer Love Fragrance Mist Victoria's Secret for women,Floral,Cotton Flower,Aloe Vera,Red Lily,Spring/Summer,Day,weak,moderate,4.05,88
8577,Snow Mint Victoria's Secret for women,Floral Fruity,Mint,Whipped cream,Dark Chocolate,Winter,Day,moderate,heavy,4.75,27
8578,Such a Flirt Fragrance Mist Victoria's Secret for women,Floral,Carambola (Star Fruit),White Orchid,Aloe Vera,Summer,Day,poor,moderate,3.57,27
8579,Temptation Victoria's Secret for women,Floral Fruity Gourmand,Apple,Floral Notes,Cactus Flower,All Season,All Time,weak,moderate,3.96,26
8580,Warm Ginger Victoria's Secret for women,Floral Fruity Gourmand,Ginger,Biscuit,Coconut,Winter,Night,weak,moderate,3.43,8
8581,Bombshell Victoria's Secret for women,Floral Fruity,Passionfruit,Grapefruit,Peony,Spring/Summer,Day,moderate,moderate,4.02,1523
8582,Bombshell Diamonds 2013 Victoria's Secret for women,Floral Fruity,Grapefruit,Apple,Lily-of-the-Valley,Spring/Summer,Day,moderate,heavy,4.3,42
8583,Bombshell Diamonds EDP Victoria's Secret for women,Floral Fruity,Litchi,Passionfruit,Vanilla,All Season,All Time,moderate,heavy,4.32,47
8584,Bombshell Eau de Parfum Victoria's Secret for women,Floral Fruity,Passionfruit,Citruses,Vanilla orchid,Spring/Summer,Day,moderate,moderate,3.94,37
8585,Bombshell Forever Victoria's Secret for women,Floral Fruity,Boysenberry,Lavender,Woody Notes,Spring/Summer,Day,moderate,moderate,4.19,128
8586,Bombshell In Love Victoria's Secret for women,Floral Fruity,Grapefruit,Raspberry,Pear,Spring/Summer,Day,moderate,heavy,4.15,65
8587,Bombshell New York Victoria's Secret for women,Floral Fruity,Madagascar Vanilla,Carambola (Star Fruit),Jasmine,All Season,Day,moderate,heavy,4.27,16
8588,Bombshell Nights  Victoria's Secret for women,Floral Fruity,Black Currant,Dahlia,Woody Notes,All Season,Day,moderate,heavy,4.47,54
8589,Bombshell Seduction Victoria's Secret for women,Floral Fruity,Grapefruit,Magnolia,Musk,All Season,Day,moderate,heavy,4.16,105
8590,Bombshell Seduction Eau de Parfum Victoria's Secret for women,Oriental Floral,Sage,Tuberose,Musk,All Season,Day,weak,moderate,4.43,48
8591,Bombshell Shanghai 2017 Victoria's Secret for women,Floral Fruity,Passionfruit,Vanilla orchid,Peony,All Season,Day,moderate,heavy,4.09,13
8592,Bombshell Summer 2011 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Spring/Summer,Day,moderate,moderate,4.0,100
8593,Bombshell Summer 2014 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Summer,Day,moderate,heavy,4.67,21
8594,Bombshell Summer 2017 Victoria's Secret for women,Floral Fruity,Grapefruit,Lily-of-the-Valley,Black Currant,Spring/Summer,Day,moderate,moderate,4.53,53
8595,Bombshell The Summer Edition Victoria's Secret for women,Floral Fruity,Carambola (Star Fruit),Rooibos Tea,Pear,Summer,Day,moderate,moderate,4.58,52
8596,Victoria's Secret Bombshell Italian Iris Victoria's Secret for women,Floral,Italian Iris,Poppy,Orris Root,Spring/Summer,Day,moderate,heavy,4.34,47
8597,Victoria's Secret Bombshells in Bloom Victoria's Secret for women,Floral,Red Apple,Pink Freesia,Water Lily,Spring/Summer,Day,moderate,moderate,4.15,131
8598,Winter Bombshell Victoria's Secret for women,Floral Fruity,Carambola (Star Fruit),Jasmine,Camelia,All Season,Day,moderate,moderate,4.52,36
8599,Dream Angels Blush Eau de Parfum Victoria's Secret for women,Floral Fruity,Quince,White Lotus,Driftwood,Spring/Summer,Day,moderate,moderate,4.1,51
8600,Dream Angels Desire Victoria's Secret for women,Floral Fruity,Magnolia,Yellow Plum,Freesia,All Season,Day,moderate,moderate,3.72,240
8601,Dream Angels Divine Victoria's Secret for women,Floral,Lotus,Musk,Sandalwood,All Season,All Time,moderate,moderate,3.7,284
8602,Dream Angels Forever Victoria's Secret for women,Floral Fruity,Amber,Blackberry,iris,All Season,All Time,moderate,moderate,4.46,235
8603,Dream Angels Glow Victoria's Secret for women,Floral Fruity,Pink Pepper,Pear,Wild berries,All Season,Day,moderate,heavy,4.35,75
8604,Dream Angels Halo Victoria's Secret for women,Floral,Fig Leaf,Tiare Flower,Pepper,All Season,Day,moderate,moderate,3.76,247
8605,Dream Angels Heavenly Victoria's Secret for women,Oriental Floral,Musk,Vanilla,Cardamom,All Season,Day,moderate,moderate,3.84,1441
8606,Dream Angels Heavenly Bloom Victoria's Secret for women,Floral,Jasmine,Freesia,Magnolia,Spring/Summer,Day,moderate,moderate,4.0,53
8607,Dream Angels Heavenly Eau de Parfum Victoria's Secret for women,Oriental Floral,White Musk,Peony,Sandalwood,All Season,Day,moderate,moderate,3.97,73
8608,Dream Angels Heavenly Enchanted Victoria's Secret for women,,Amber,Raspberry,Coconut,Fall/Winter,Night,moderate,heavy,4.13,57
8609,Dream Angels Heavenly Flowers Victoria's Secret for women,Floral Fruity,Peony,Floral Notes,Fruity Notes,Spring/Summer,Day,moderate,heavy,3.64,43
8610,Dream Angels Heavenly Gold Edition Victoria's Secret for women,Floral Fruity,Peony,Vanilla,Freesia,All Season,All Time,moderate,moderate,4.15,17
8611,Dream Angels Heavenly Shine Victoria's Secret for women,Floral Fruity,Nectarine,Vanille,Lotus,All Season,All Time,moderate,heavy,4.03,42
8612,Dream Angels Heavenly Stardust Victoria's Secret for women,Floral Fruity,Winterberry,Musk,Honeysuckle,Fall/Winter,All Time,moderate,moderate,4.27,84
8613,Dream Angels Heavenly Summer Victoria's Secret for women,Floral,Peony,Woodsy Notes,Coconut,Spring/Summer,Day,moderate,heavy,3.96,57
8614,Dream Angels Kiss Eau de Parfum Victoria's Secret for women,Floral,Mint,Flower Petals,Osmanthus,Spring/Summer,Day,moderate,moderate,4.0,63
8615,Dream Angels Wish Victoria's Secret for women,Floral Fruity,Pink Pepper,Musk,Grapefruit,All Season,Day,moderate,heavy,3.82,127
8616,Heavenly Kiss Victoria's Secret for women,Floral Fruity,Marshmallow,Toffee,Watermelon,Spring/Summer,Day,moderate,moderate,4.0,99
8617,Heavenly Luxe Edition Victoria's Secret for women,Oriental Floral,Peony,Vanilla,Sandalwood,Fall/Winter,All Time,moderate,heavy,4.67,5
8618,Eau So Party Victoria's Secret for women,Floral Fruity,Lime,Sugar,Pear,All Season,All Time,moderate,moderate,4.18,46
8619,Eau So Sexy Victoria's Secret for women,Floral Fruity Gourmand,Whipped cream,Apple,Bergamot,Spring/Summer,Day,moderate,moderate,4.01,277
8620,Love Eau de Parfum Victoria's Secret for women,,Cotton Flower,Apricot,Apricot Blossom,All Season,Day,moderate,moderate,3.98,104
8621,Love Star Victoria's Secret for women,Oriental Floral,White Lily,Apple,Rum,All Season,Day,moderate,moderate,4.57,8
8622,Love Me Victoria's Secret for women,Floral,Amber,French Narcissus,Neroli,All Season,Day,moderate,moderate,3.98,103
8623,Love Me More Victoria's Secret for women,Oriental Vanilla,Canelé,Amber,Grapefruit,Fall/Winter,Night,moderate,moderate,4.26,57
8624,Mood Yearn Victoria's Secret for women,Floral,Tuberose,Gardenia,Musk,All Season,All Time,weak,heavy,3.82,25
8625,Sweet Craving Victoria's Secret for women,,Vanilla,Sugar,Musk,Fall/Winter,Night,moderate,moderate,4.19,91
8626,Bombshell in Paradise Victoria's Secret for women,Aromatic Fruity,Fig,Passion Flower,Cypress,Spring/Summer,Day,moderate,heavy,3.89,36
8627,Fabulous in Paradise Victoria's Secret for women,Floral,Mimosa,Frangipani,Coconut,Spring/Summer,Day,weak,heavy,4.5,32
8628,Heavenly in Paradise Victoria's Secret for women,Aromatic,Ice cream,Olive Tree,Tangerine,Spring/Summer,Day,weak,heavy,3.07,23
8629,Cashmere Vanilla Jasmine Victoria's Secret for women,Oriental Floral,Vanilla,Cashmere Wood,Jasmine,Fall/Winter,All Time,moderate,heavy,4.39,151
8630,Chiffon Peony Freesia Victoria's Secret for women,Floral,Freesia,Peony,Bergamot,Spring/Summer,Day,moderate,moderate,3.65,58
8631,Lace Orange Flower Victoria's Secret for women,Floral,African Orange flower,Osmanthus,Grapefruit,Spring/Summer,Day,moderate,moderate,4.14,84
8632,Satin Rose de Mai Victoria's Secret for women,Floral,Rose,Honeysuckle,Grapefruit,Spring/Summer,Day,moderate,heavy,4.0,78
8633,Silk Mandarin Santal Victoria's Secret for women,Floral Woody Musk,Woodsy Notes,Sandalwood,Mimosa,All Season,Day,moderate,moderate,4.2,70
8634,Velvet Amber Blackberry Victoria's Secret for women,Oriental Floral,Blackberry,Amber,Rose,Fall/Winter,All Time,moderate,moderate,4.03,125
8635,Amber Romance Midnight Victoria's Secret for women,Oriental,Amber,Natural Musk,Nectarine,Fall/Winter,Night,moderate,moderate,4.14,10
8636,Island Waters Victoria's Secret for women,Floral Aquatic,Coconut Nectar,Pineapple,Watery Notes,Spring/Summer,Day,moderate,heavy,4.5,2
8637,Lemon Paradise Victoria's Secret for women,Citrus,Lemon,Sugar,Vanilla,Spring/Summer,Day,weak,heavy,4.5,5
8638,Pure Seduction Midnight Victoria's Secret for women,Floral Fruity,Red Berries,Wild berries,Woodsy Notes,All Season,All Time,weak,soft,4.0,6
8639,Scandalous Victoria's Secret for women,Floral Fruity,Praline,Raspberry,Peony,Fall/Winter,Night,moderate,moderate,4.15,327
8640,Scandalous Dare Victoria's Secret for women,Floral Fruity,Plum,Pink Jasmine,Tuberose,Fall/Winter,All Time,moderate,moderate,3.86,43
8641,Breeze Victoria's Secret for women,Floral Fruity,Frangipani,Orange Blossom,Mango,Spring/Summer,All Time,moderate,heavy,1.0,2
8642,Island Victoria's Secret for women,Floral Fruity,Jasmine,White Amber,Carambola (Star Fruit),All Season,All Time,very long lasting,heavy,4.2,15
8643,Sunset Victoria's Secret for women,Floral Fruity Gourmand,Coconut Nectar,Tiare Flower,Passionfruit,Spring/Summer,Day,poor,moderate,4.0,18
8644,Sexy Little Things Victoria's Secret for women,Floral Fruity,Apple,Water Lily,Osmanthus,Spring/Summer,Day,moderate,moderate,3.94,275
8645,Sexy Little Thing Ooh La La Victoria's Secret for women,Floral,Vanilla,Cherry Blossom,Mandarin Orange,All Season,Day,moderate,moderate,3.92,153
8646,Sexy Little Things Heartbreaker Victoria's Secret for women,Floral,Honeysuckle,Bergamot,Vetiver,Spring/Summer,Day,moderate,moderate,4.02,107
8647,Sexy Little Things Noir Victoria's Secret for women,Floral Fruity,Vanilla,Nectarine,Blackberry,All Season,Night,moderate,moderate,4.13,1099
8648,Sexy Little Things Noir Love Me Victoria's Secret for women,Floral Fruity,Wild berries,Orchid,Musk,All Season,All Time,weak,moderate,3.86,67
8649,Sexy Little Things Noir Summer Victoria's Secret for women,Floral Fruity,Guava,Musk,Jasmine,Spring/Summer,Day,moderate,moderate,3.71,48
8650,Sexy Little Things Noir Tease Victoria's Secret for women,Floral Fruity,Vanille,Pear,Praline,All Season,All Time,moderate,moderate,4.27,1097
8651,Tease Please Victoria's Secret for women,Floral Fruity,Woodsy Notes,Bergamot,Orchid,Spring/Summer,Day,moderate,moderate,3.78,51
8652,Lemon Escape Victoria's Secret for women,Citrus Gourmand,Lemon,Sugar,Coconut,Spring/Summer,Day,weak,moderate,4.22,102
8653,Tease Victoria's Secret for women,Floral Fruity,Black Vanilla Husk,Benzoin,Gardenia,All Season,All Time,weak,moderate,4.03,40
8654,Tease Eau de Parfum Victoria's Secret for women,Floral Fruity,Pear,Gardenia,Vanilla,Winter,Night,moderate,moderate,4.6,6
8655,Tease Flower Victoria's Secret for women,Floral,Orchid,Tulip,Sugar,Spring,Day,weak,moderate,3.79,52
8656,Tease Rebel Victoria's Secret for women,Oriental Floral,Violet,Violet Leaf,Leather,All Season,Day,moderate,moderate,3.69,19
8657,Amber Mandarin Victoria's Secret for women,Aromatic Fruity,Mandarin Orange,Amber,Lemon,All Season,Night,moderate,moderate,2.6,16
8658,Lemon Iris Victoria's Secret for women,Floral Woody Musk,iris,Lemon,Orris,Spring/Summer,Day,moderate,moderate,3.73,18
8659,Lime Blossom  Victoria's Secret for women,Floral Green,Lemon Leaf,Orange,Moss,Spring/Summer,Day,long lasting,soft,3.71,17
8660,Pink Pummelo Victoria's Secret for women,Floral Fruity,Grapefruit,Lavender,Flowers,Spring,Day,moderate,moderate,3.12,18
8661,Patchouli Coconut Musk Victoria's Secret for women,Oriental Vanilla,Patchouli,Coconut,Musk,Summer,Day,moderate,heavy,3.32,25
8662,Rose Caramel Victoria's Secret for women,Floral Fruity Gourmand,Caramel,Rose,Jasmine,Fall/Winter,All Time,moderate,heavy,4.4,70
8663,Rose Musk Victoria's Secret for women,Oriental Floral,Pink Pepper,Rose,Musk,Spring/Summer,Day,weak,heavy,4.13,16
8664,Rose Violet Victoria's Secret for women,Floral,Violet,Bulgarian Rose,Cedar,Spring,Day,long lasting,heavy,3.89,23
8665,Very Sexy (2007) Victoria's Secret for women,Oriental Floral,Pepper,Musk,Vanilla orchid,Fall/Winter,Night,moderate,moderate,3.85,601
8666,Very Sexy (2012) Victoria's Secret for women,Oriental Floral,Blackberry,Pepper,Clementine,Fall/Winter,Night,moderate,moderate,3.83,227
8667,Very Sexy (2018) Victoria's Secret for women,Oriental Floral,Cactus,Orchid,Clementine,Fall/Winter,All Time,moderate,heavy,4.57,7
8668,Very Sexy Attraction for Him Victoria's Secret for men,,Cinnamon,Petitgrain,Vetiver,Winter,Night,long lasting,heavy,4.2,15
8669,Very Sexy Dare Victoria's Secret for women,Woody Aromatic,Blood Orange,Nutmeg,Bergamot,All Season,All Time,moderate,heavy,3.6,134
8670,Very Sexy Eau de Parfum Victoria's Secret for women,Floral Fruity,Blackberry,Clementine,Vanilla orchid,Fall/Winter,Night,moderate,moderate,3.75,181
8671,Very Sexy for Her Victoria's Secret for women,Floral Fruity,Clementine,Musk,Cappuccino,Fall/Winter,Night,long lasting,heavy,4.16,246
8672,Very Sexy for Her 2 Victoria's Secret for women,Floral,Cactus Flower,Clementine,Amber,All Season,Night,moderate,moderate,3.82,107
8673,Very Sexy for Him Victoria's Secret for men,Citrus Aromatic,Lime,Tangerine,Sequoia,Spring/Summer,All Time,moderate,moderate,4.17,285
8674,Very Sexy for Him 2 Victoria's Secret for men,Citrus,Nutmeg,Lavender,Cardamom,Spring/Summer,All Time,moderate,moderate,3.88,127
8675,Very Sexy Hot Victoria's Secret for women,Floral,Suede,Musk,Patchouli,All Season,All Time,moderate,heavy,3.5,127
8676,Very Sexy Italian Mandarin Victoria's Secret for women,Citrus Aromatic,Indian Mandarin,Bergamot,Coconut Milk,Spring/Summer,Day,long lasting,moderate,3.63,35
8677,Very Sexy Now 2006 Victoria's Secret for women,Floral Fruity,Blood Orange,Pineapple,Nutmeg,All Season,Night,moderate,heavy,3.73,17
8678,Very Sexy Now 2008 Victoria's Secret for women,Floral Fruity,Red Apple,Melon,Magnolia,All Season,Day,moderate,moderate,4.44,21
8679,Very Sexy Now 2010 Victoria's Secret for women,Floral,Frangipani,Orchid,Lily,Summer,Day,moderate,moderate,4.13,71
8680,Very Sexy Now 2010 v.2 Victoria's Secret for women,Floral Fruity,Blackberry,Amber,Jasmine,All Season,Night,moderate,moderate,4.13,45
8681,Very Sexy Now 2011 Victoria's Secret for women,Floral Fruity,Pear,Papaya flower,Arum Lily,Spring/Summer,Day,moderate,moderate,4.0,69
8682,Very Sexy Now 2014 Victoria's Secret for women,Floral Fruity,Coconut,Gardenia,Orchid,Summer,Day,moderate,heavy,4.53,119
8683,Very Sexy Now 2015 Victoria's Secret for women,Floral Fruity,Cucumber,Coconut,Tuberose,Summer,Day,moderate,moderate,3.44,88
8684,Very Sexy Now 2016 Victoria's Secret for women,Floral Fruity Gourmand,Coconut Nectar,Sand,Pink Lotus,Summer,Day,moderate,moderate,4.04,84
8685,Very Sexy Now 2017 Victoria's Secret for women,Floral Fruity,Guava,Flowers,Coconut,Spring/Summer,Day,weak,moderate,3.7,36
8686,Very Sexy Now Beach Victoria's Secret for women,Floral,Coconut,Orange Blossom,Sand,Summer,Day,weak,moderate,3.85,42
8687,Very Sexy Now The Beauty of Brazil Victoria's Secret for women,Floral Fruity,Coconut,Papaya,Orchid,Summer,Day,moderate,moderate,4.27,95
8688,Very Sexy Now Wild Palm Victoria's Secret for women,Floral Fruity,Monoi Oil,White Flowers,Carambola (Star Fruit),Summer,Day,moderate,moderate,3.72,43
8689,Very Sexy Platinum for Him Victoria's Secret for men,Aromatic Green,Oakmoss,Violet Leaf,Sichuan Pepper,Spring/Summer,All Time,moderate,moderate,4.35,97
8690,Very Sexy Summer Victoria's Secret for women,Floral Fruity,Freesia,Granny Smith apple,Sandalwood,Spring/Summer,Day,very long lasting,moderate,4.22,41
